field_name,source_surface,resource,grain,decomposition_basis,field_type,player_link,fixture_link,club_link,canonical_attachment,relationship_kind,identity_contract,source_identity_required,relationship_note
resources.lineups.payload.home_team.players[].lastName,pulselive,match,fixture,resource/context marker: match,str,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.lineups.payload.home_team.players[].position,pulselive,match,fixture,resource/context marker: match,str,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.lineups.payload.home_team.players[].shirtNum,pulselive,match,fixture,resource/context marker: match,str,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.lineups.payload.home_team.teamId,pulselive,match,fixture,resource/context marker: match,str,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.lineups.retrieved_at,pulselive,match,fixture,resource/context marker: match,str,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.match,pulselive,match,fixture,resource/context marker: match,object,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.match.endpoint,pulselive,match,fixture,path marker: match,str,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.match.headers,pulselive,match,fixture,path marker: match,object,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.match.headers.alt-svc,pulselive,match,fixture,path marker: match,str,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.match.headers.cache-control,pulselive,match,fixture,path marker: match,str,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.match.headers.connection,pulselive,match,fixture,path marker: match,str,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.match.headers.content-security-policy,pulselive,match,fixture,path marker: match,str,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.match.headers.content-type,pulselive,match,fixture,path marker: match,str,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.match.headers.date,pulselive,match,fixture,path marker: match,str,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.match.headers.permissions-policy,pulselive,match,fixture,path marker: match,str,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.match.headers.referrer-policy,pulselive,match,fixture,path marker: match,str,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.match.headers.set-cookie,pulselive,match,fixture,path marker: match,str,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.match.headers.strict-transport-security,pulselive,match,fixture,path marker: match,str,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.match.headers.transfer-encoding,pulselive,match,fixture,path marker: match,str,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.match.headers.vary,pulselive,match,fixture,path marker: match,str,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.match.headers.via,pulselive,match,fixture,path marker: match,str,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.match.headers.x-amz-cf-id,pulselive,match,fixture,path marker: match,str,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.match.headers.x-amz-cf-pop,pulselive,match,fixture,path marker: match,str,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.match.headers.x-cache,pulselive,match,fixture,path marker: match,str,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.match.headers.x-cache-server,pulselive,match,fixture,path marker: match,str,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.match.headers.x-cache-status,pulselive,match,fixture,path marker: match,str,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.match.headers.x-content-type-options,pulselive,match,fixture,path marker: match,str,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.match.headers.x-frame-options,pulselive,match,fixture,path marker: match,str,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.match.headers.x-pulse-sdp-endpoint,pulselive,match,fixture,path marker: match,str,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.match.headers.x-ratelimit-limit,pulselive,match,fixture,path marker: match,str,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.match.headers.x-ratelimit-remaining,pulselive,match,fixture,path marker: match,str,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.match.headers.x-ratelimit-reset,pulselive,match,fixture,path marker: match,str,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.match.headers.x-request-id,pulselive,match,fixture,path marker: match,str,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.match.payload,pulselive,match,fixture,path marker: match,object,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.match.payload.attendance,pulselive,match,fixture,path marker: match,int,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.match.payload.awayTeam,pulselive,match,fixture,path marker: match,object,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.match.payload.awayTeam.abbr,pulselive,match,fixture,path marker: match,str,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.match.payload.awayTeam.halfTimeScore,pulselive,match,fixture,path marker: match,int,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.match.payload.awayTeam.id,pulselive,match,fixture,path marker: match,str,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.match.payload.awayTeam.name,pulselive,match,fixture,path marker: match,str,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.match.payload.awayTeam.redCards,pulselive,match,fixture,path marker: match,int,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.match.payload.awayTeam.score,pulselive,match,fixture,path marker: match,int,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.match.payload.awayTeam.shortName,pulselive,match,fixture,path marker: match,str,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.match.payload.clock,pulselive,match,fixture,path marker: match,str,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.match.payload.competition,pulselive,match,fixture,path marker: match,str,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.match.payload.competitionId,pulselive,match,fixture,path marker: match,str,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.match.payload.ground,pulselive,match,fixture,path marker: match,str,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.match.payload.homeTeam,pulselive,match,fixture,path marker: match,object,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.match.payload.homeTeam.abbr,pulselive,match,fixture,path marker: match,str,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.match.payload.homeTeam.halfTimeScore,pulselive,match,fixture,path marker: match,int,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.match.payload.homeTeam.id,pulselive,match,fixture,path marker: match,str,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.match.payload.homeTeam.name,pulselive,match,fixture,path marker: match,str,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.match.payload.homeTeam.redCards,pulselive,match,fixture,path marker: match,int,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.match.payload.homeTeam.score,pulselive,match,fixture,path marker: match,int,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.match.payload.homeTeam.shortName,pulselive,match,fixture,path marker: match,str,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.match.payload.kickoff,pulselive,match,fixture,path marker: match,str,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.match.payload.kickoffTimezone,pulselive,match,fixture,path marker: match,str,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.match.payload.kickoffTimezoneString,pulselive,match,fixture,path marker: match,str,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.match.payload.matchId,pulselive,match,fixture,path marker: match,str,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.match.payload.matchWeek,pulselive,match,fixture,path marker: match,int,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.match.payload.period,pulselive,match,fixture,path marker: match,str,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.match.payload.phase,pulselive,match,fixture,path marker: match,str,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.match.payload.resultType,pulselive,match,fixture,path marker: match,str,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.match.payload.seasonId,pulselive,match,fixture,path marker: match,str,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.match.payload.seasonInfo,pulselive,match,fixture,path marker: match,object,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.match.payload.seasonInfo.id,pulselive,match,fixture,path marker: match,str,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.match.payload.seasonInfo.name,pulselive,match,fixture,path marker: match,str,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.match.retrieved_at,pulselive,match,fixture,path marker: match,str,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.stats,pulselive,match,fixture,resource/context marker: match,object,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.stats.endpoint,pulselive,match,fixture,resource/context marker: match,str,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.stats.headers,pulselive,match,fixture,resource/context marker: match,object,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.stats.headers.alt-svc,pulselive,match,fixture,resource/context marker: match,str,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.stats.headers.cache-control,pulselive,match,fixture,resource/context marker: match,str,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.stats.headers.connection,pulselive,match,fixture,resource/context marker: match,str,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.stats.headers.content-security-policy,pulselive,match,fixture,resource/context marker: match,str,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.stats.headers.content-type,pulselive,match,fixture,resource/context marker: match,str,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.stats.headers.date,pulselive,match,fixture,resource/context marker: match,str,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.stats.headers.permissions-policy,pulselive,match,fixture,resource/context marker: match,str,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.stats.headers.referrer-policy,pulselive,match,fixture,resource/context marker: match,str,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.stats.headers.set-cookie,pulselive,match,fixture,resource/context marker: match,str,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.stats.headers.strict-transport-security,pulselive,match,fixture,resource/context marker: match,str,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.stats.headers.transfer-encoding,pulselive,match,fixture,resource/context marker: match,str,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.stats.headers.vary,pulselive,match,fixture,resource/context marker: match,str,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.stats.headers.via,pulselive,match,fixture,resource/context marker: match,str,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.stats.headers.x-amz-cf-id,pulselive,match,fixture,resource/context marker: match,str,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.stats.headers.x-amz-cf-pop,pulselive,match,fixture,resource/context marker: match,str,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.stats.headers.x-cache,pulselive,match,fixture,resource/context marker: match,str,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.stats.headers.x-cache-server,pulselive,match,fixture,resource/context marker: match,str,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.stats.headers.x-cache-status,pulselive,match,fixture,resource/context marker: match,str,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.stats.headers.x-content-type-options,pulselive,match,fixture,resource/context marker: match,str,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.stats.headers.x-frame-options,pulselive,match,fixture,resource/context marker: match,str,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.stats.headers.x-pulse-sdp-endpoint,pulselive,match,fixture,resource/context marker: match,str,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.stats.headers.x-ratelimit-limit,pulselive,match,fixture,resource/context marker: match,str,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.stats.headers.x-ratelimit-remaining,pulselive,match,fixture,resource/context marker: match,str,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.stats.headers.x-ratelimit-reset,pulselive,match,fixture,resource/context marker: match,str,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.stats.headers.x-request-id,pulselive,match,fixture,resource/context marker: match,str,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
resources.stats.payload,pulselive,match,fixture,resource/context marker: match,object,NOT_IN_DIRECT_GRAIN,VERIFIED_METADATA_SCOPE,NOT_IN_DIRECT_GRAIN,fixture,ENTITY,canonical_fixture_to_source_match,TRUE,Source match remains source-local until bridged to a canonical fixture.
